Date,Plot,Site,Initials,Species,DBH,Alive?,Crown Class,Decay Class,Notes
9/14/24,3,Kennebec Public Land Trust,RW,ACESAC,14.6,L,4,NA,
9/14/24,3,Kennebec Public Land Trust,RW,ACESAC,16.8,L,4,NA,
9/14/24,3,Kennebec Public Land Trust,RW,ACESAC,31.6,L,3,NA,
9/14/24,3,Kennebec Public Land Trust,RW,BETALL,34.0,L,3,NA,
9/14/24,3,Kennebec Public Land Trust,RW,BETALL,23.7,L,3,NA,
9/14/24,3,Kennebec Public Land Trust,RW,BETALL,14.7,L,4,NA,
9/14/24,3,Kennebec Public Land Trust,RW,BETALL,16.6,L,4,NA,
9/14/24,3,Kennebec Public Land Trust,RW,FRAAME,14.4,L,3,NA,
9/14/24,3,Kennebec Public Land Trust,RW,ACERUB,15.7,L,3,NA,
9/14/24,3,Kennebec Public Land Trust,RW,ACESAC,28.1,L,3,NA,
9/14/24,3,Kennebec Public Land Trust,RW,ACESAC,23.9,L,3,NA,
9/14/24,3,Kennebec Public Land Trust,RW,BETPAP,27.8,L,2,NA,
9/7/24,8,Colby Arboretum,RW,FRAAME,20.9,L,2,NA,
9/7/24,8,Colby Arboretum,RW,FRAAME,20.6,L,2,NA,
9/7/24,8,Colby Arboretum,RW,ACERUB,37.5,L,2,NA,
9/7/24,8,Colby Arboretum,RW,PINSTR,23.4,L,2,NA,
9/7/24,8,Colby Arboretum,RW,ACERUB,28.8,L,2,NA,
9/7/24,8,Colby Arboretum,RW,ACERUB,32.9,L,2,NA,
9/7/24,8,Colby Arboretum,RW,PINSTR,47.9,L,2,NA,
9/7/24,8,Colby Arboretum,RW,FRAAME,14.7,L,2,NA,
9/7/24,9,Colby Arboretum,RW,FAGGRA,18.9,L,3,NA,
9/7/24,9,Colby Arboretum,RW,TILAME,18.6,L,3,NA,
9/7/24,9,Colby Arboretum,RW,BETPAP,30.9,D,NA,4,Crown class would be 3
9/7/24,9,Colby Arboretum,RW,QUERUB,40.7,L,2,NA,
9/7/24,9,Colby Arboretum,RW,FRAAME,29.8,L,3,NA,
9/7/24,9,Colby Arboretum,RW,TSUCAN,14.1,L,2,NA,
9/7/24,9,Colby Arboretum,RW,FAGGRA,16.1,L,4,NA,
9/7/24,9,Colby Arboretum,RW,BETPAP,35.5,D,NA,4,Crown class would be 3
9/7/24,9,Colby Arboretum,RW,ACERUB,16.4,D,NA,4,Crown class would be 3
9/7/24,9,Colby Arboretum,RW,ACERUB,32.5,L,3,NA,
9/7/24,9,Colby Arboretum,RW,FRAAME,16.5,L,2,NA,
9/7/24,9,Colby Arboretum,RW,FRAAME,18.2,L,3,NA,
9/7/24,9,Colby Arboretum,RW,TSUCAN,49.0,L,3,NA,
9/7/24,9,Colby Arboretum,RW,FRAAME,19.4,L,3,NA,
9/7/24,9,Colby Arboretum,RW,FRAAME,16.5,L,3,NA,
